Protein Name,Gene Name,AD ROC,AD q-value,AD direction,PDD ROC,PDD q-value,PDD direction,PD-noMCI ROC,PD-noMCI q-value,PD-noMCI direction,HC ROC,HC q-value,HC direction,Dementia ROC,Dementia q-value,Dementia direction,Parkinson's ROC,Parkinson's q-value,Parkinson's direction
sp|Q8TAT6|NPL4_HUMAN,NPL4,0.65,0.365777266,decreased,0.616666667,0.666884125,decreased,0.56,0.752240617,increased,0.706666667,0.996900209,increased,0.7,0.521565295,decreased,0.5425,0.790685814,decreased
sp|P07814|SYEP_HUMAN,SYEP,0.833333333,0.035607682,increased,0.506666667,0.988796416,increased,0.906666667,0.074018832,decreased,0.566666667,0.996900209,increased,0.755,0.521565295,increased,0.8,0.015626575,decreased
sp|Q9Y3C0|WASC3_HUMAN,WASC3,0.833333333,0.035607682,increased,0.773333333,0.224188135,decreased,0.646666667,0.436619814,decreased,0.586666667,0.996900209,increased,0.545,0.832412337,increased,0.815,0.010873138,decreased
sp|Q15366|PCBP2_HUMAN,PCBP2,0.736666667,0.132268441,decreased,0.53,0.935104022,decreased,0.543333333,0.827197043,increased,0.723333333,0.996900209,increased,0.7,0.521565295,decreased,0.51,0.959802349,increased
sp|Q9NUS5|AP5S1_HUMAN,AP5S1,0.83,0.037445044,increased,0.756666667,0.26532867,decreased,0.696666667,0.310251449,decreased,0.623333333,0.996900209,increased,0.555,0.783587075,increased,0.84,0.00540995,decreased
sp|P48426|PI42A_HUMAN,PI42A,0.896666667,0.014780357,decreased,0.626666667,0.6258633,increased,0.803333333,0.143086535,increased,0.533333333,0.996900209,decreased,0.7025,0.521565295,decreased,0.8225,0.008770278,increased
sp|O43837|IDH3B_HUMAN,IDH3B,0.83,0.037445044,increased,0.696666667,0.396346226,decreased,0.736666667,0.258213291,decreased,0.603333333,0.996900209,increased,0.6,0.617808641,increased,0.825,0.008356205,decreased
sp|Q7Z3U7|MON2_HUMAN,MON2,0.83,0.037445044,increased,0.72,0.320539261,decreased,0.79,0.159982758,decreased,0.68,0.996900209,increased,0.5825,0.681575709,increased,0.8825,0.00177165,decreased
sp|P18433|PTPRA_HUMAN,PTPRA,0.83,0.037445044,increased,0.596666667,0.745137136,decreased,0.753333333,0.222920286,decreased,0.52,0.996900209,increased,0.675,0.526540274,increased,0.7625,0.038257063,decreased
sp|Q9UL46|PSME2_HUMAN,PSME2,0.8,0.053720889,decreased,0.53,0.935104022,increased,0.866666667,0.096690819,increased,0.596666667,0.996900209,decreased,0.7025,0.521565295,decreased,0.7975,0.016718141,increased
sp|O43242|PSMD3_HUMAN,PSMD3,0.953333333,0.013318774,decreased,0.683333333,0.423268286,increased,0.693333333,0.3204817,increased,0.576666667,0.996900209,increased,0.7025,0.521565295,decreased,0.7825,0.024599111,increased
sp|Q9UL15|BAG5_HUMAN,BAG5,0.826666667,0.038074575,increased,0.733333333,0.296039905,decreased,0.803333333,0.143086535,decreased,0.71,0.996900209,increased,0.57,0.729315601,increased,0.9025,0.001035957,decreased
sp|Q13144|EI2BE_HUMAN,EI2BE,0.816666667,0.042803235,decreased,0.546666667,0.899352028,increased,0.756666667,0.212548236,increased,0.513333333,0.996900209,increased,0.7025,0.521565295,decreased,0.7275,0.075289698,increased
sp|Q9BTZ2|DHRS4_HUMAN,DHRS4,0.826666667,0.038074575,increased,0.733333333,0.296039905,decreased,0.76,0.212548236,decreased,0.666666667,0.996900209,increased,0.57,0.729315601,increased,0.87,0.002498109,decreased
sp|P02749|APOH_HUMAN,APOH,0.693333333,0.225272283,decreased,0.576666667,0.815722066,decreased,0.706666667,0.296886391,increased,0.563333333,0.996900209,increased,0.7025,0.521565295,decreased,0.5975,0.510957242,increased
sp|P34896|GLYC_HUMAN,GLYC,0.706666667,0.192574956,decreased,0.563333333,0.856571267,decreased,0.65,0.431240759,increased,0.62,0.996900209,increased,0.7025,0.521565295,decreased,0.565,0.673419216,increased
sp|O60229|KALRN_HUMAN,KALRN,0.826666667,0.038074575,increased,0.71,0.356120505,decreased,0.683333333,0.331458897,decreased,0.566666667,0.996900209,increased,0.5875,0.658937699,increased,0.795,0.017524897,decreased
sp|O75147|OBSL1_HUMAN,OBSL1,0.826666667,0.038074575,increased,0.746666667,0.267471131,decreased,0.653333333,0.418142227,decreased,0.573333333,0.996900209,increased,0.56,0.76400269,increased,0.8,0.015626575,decreased
sp|P24539|AT5F1_HUMAN,AT5F1,0.563333333,0.733320179,decreased,0.706666667,0.363328388,decreased,0.63,0.48677294,increased,0.64,0.996900209,increased,0.7025,0.521565295,decreased,0.5575,0.713644274,decreased
sp|O95295|SNAPN_HUMAN,SNAPN,0.826666667,0.038074575,increased,0.62,0.649489131,decreased,0.763333333,0.201772154,decreased,0.556666667,0.996900209,increased,0.655,0.544178501,increased,0.7875,0.021286954,decreased
sp|P26639|SYTC_HUMAN,SYTC,0.826666667,0.038074575,increased,0.643333333,0.572098382,decreased,0.83,0.125776944,decreased,0.646666667,0.996900209,increased,0.6375,0.55481179,increased,0.855,0.003789959,decreased
sp|Q9NZA1|CLIC5_HUMAN / sp|Q96NY7|CLIC6_HUMAN,CLIC5,0.616666667,0.489147376,decreased,0.653333333,0.521927887,decreased,0.71,0.296030692,increased,0.56,0.996900209,increased,0.7025,0.521565295,decreased,0.5425,0.790685814,increased
sp|Q13618|CUL3_HUMAN,CUL3,0.823333333,0.039985746,increased,0.606666667,0.700889568,decreased,0.563333333,0.737005205,decreased,0.653333333,0.996900209,decreased,0.6625,0.534809545,increased,0.6275,0.365214234,decreased
sp|P21926|CD9_HUMAN,CD9,0.583333333,0.63566125,decreased,0.686666667,0.413772458,decreased,0.636666667,0.467393649,increased,0.633333333,0.996900209,increased,0.7025,0.521565295,decreased,0.5375,0.814472066,decreased
sp|Q03519|TAP2_HUMAN,TAP2,0.676666667,0.275921463,decreased,0.593333333,0.755264333,decreased,0.636666667,0.467393649,increased,0.633333333,0.996900209,increased,0.7025,0.521565295,decreased,0.5325,0.839129704,increased
sp|P06753|TPM3_HUMAN,TPM3,0.733333333,0.138113105,decreased,0.54,0.915622684,decreased,0.756666667,0.212548236,increased,0.516666667,0.996900209,increased,0.705,0.521565295,decreased,0.6625,0.21948831,increased
sp|O94826|TOM70_HUMAN,TOM70,0.726666667,0.149376238,decreased,0.546666667,0.899352028,decreased,0.706666667,0.296886391,increased,0.566666667,0.996900209,increased,0.705,0.521565295,decreased,0.62,0.397160452,increased
sp|P0DMV8|HS71A_HUMAN / sp|P0DMV9|HS71B_HUMAN,HS71A,0.663333333,0.318122064,decreased,0.61,0.695817416,decreased,0.686666667,0.327395716,increased,0.586666667,0.996900209,increased,0.705,0.521565295,decreased,0.5575,0.713644274,increased
sp|Q00325|MPCP_HUMAN,MPCP,0.833333333,0.035607682,decreased,0.556666667,0.868302204,increased,0.79,0.159982758,increased,0.513333333,0.996900209,decreased,0.7075,0.521565295,decreased,0.76,0.039817471,increased
sp|Q68D91|MBLC2_HUMAN,MBLC2,0.596666667,0.572882121,decreased,0.68,0.439416774,decreased,0.603333333,0.579815749,decreased,0.88,0.919388661,increased,0.7075,0.521565295,decreased,0.7125,0.100730506,decreased
sp|P0CG47|UBB_HUMAN / sp|P0CG48|UBC_HUMAN / sp|P62979|RS27A_HUMAN / sp|P62987|RL40_HUMAN,UBB,0.826666667,0.038074575,decreased,0.55,0.887826339,increased,0.66,0.391166407,increased,0.616666667,0.996900209,increased,0.7075,0.521565295,decreased,0.6575,0.237453734,increased
sp|Q9H3H5|GPT_HUMAN,GPT,0.583333333,0.63566125,decreased,0.86,0.104719773,increased,0.713333333,0.287242154,decreased,0.563333333,0.996900209,decreased,0.7075,0.521565295,increased,0.61,0.442569406,increased
sp|O43294|TGFI1_HUMAN,TGFI1,0.69,0.234916081,decreased,0.586666667,0.778105369,decreased,0.706666667,0.296886391,increased,0.57,0.996900209,increased,0.7075,0.521565295,decreased,0.59,0.5451605,increased
sp|P05546|HEP2_HUMAN,HEP2,0.82,0.04180991,increased,0.726666667,0.305998338,decreased,0.583333333,0.649143772,decreased,0.51,0.996900209,decreased,0.57,0.729315601,increased,0.7325,0.067896102,decreased
sp|P29144|TPP2_HUMAN,TPP2,0.63,0.438294329,decreased,0.646666667,0.559232228,decreased,0.656666667,0.404460303,increased,0.62,0.996900209,increased,0.7075,0.521565295,decreased,0.5075,0.97479101,increased
sp|Q9Y6K9|NEMO_HUMAN,NEMO,0.82,0.04180991,increased,0.826666667,0.147153087,decreased,0.683333333,0.331458897,decreased,0.69,0.996900209,increased,0.505,0.9948082,decreased,0.8825,0.00177165,decreased
sp|Q9H0R4|HDHD2_HUMAN,HDHD2,0.723333333,0.156164101,decreased,0.556666667,0.868302204,decreased,0.65,0.431240759,increased,0.63,0.996900209,increased,0.71,0.521565295,decreased,0.57,0.647300666,increased
sp|Q9H9S4|CB39L_HUMAN,CB39L,0.95,0.013318774,decreased,0.666666667,0.484784693,increased,0.776666667,0.181083539,increased,0.506666667,0.996900209,increased,0.7125,0.521565295,decreased,0.8325,0.006890352,increased
sp|Q13813|SPTN1_HUMAN,SPTN1,0.82,0.04180991,increased,0.72,0.320539261,decreased,0.743333333,0.239823153,decreased,0.643333333,0.996900209,increased,0.575,0.708542334,increased,0.8475,0.004669437,decreased
sp|Q16204|CCDC6_HUMAN,CCDC6,0.816666667,0.042803235,increased,0.503333333,0.995613332,decreased,0.736666667,0.258213291,decreased,0.576666667,0.996900209,decreased,0.735,0.521565295,increased,0.68,0.174014854,decreased
sp|P06276|CHLE_HUMAN,CHLE,0.816666667,0.042803235,increased,0.77,0.225298222,decreased,0.616666667,0.530500415,decreased,0.57,0.996900209,increased,0.535,0.87614951,increased,0.79,0.019981368,decreased
sp|Q9HC98|NEK6_HUMAN / sp|Q8TDX7|NEK7_HUMAN,NEK6,0.74,0.127541977,decreased,0.543333333,0.907248369,decreased,0.593333333,0.619664707,increased,0.69,0.996900209,increased,0.7125,0.521565295,decreased,0.5375,0.814472066,increased
sp|P40939|ECHA_HUMAN,ECHA,0.816666667,0.042803235,increased,0.573333333,0.825762735,decreased,0.76,0.212548236,decreased,0.516666667,0.996900209,increased,0.6825,0.521565295,increased,0.75,0.049164946,decreased
sp|P04406|G3P_HUMAN,G3P,0.82,0.04180991,decreased,0.533333333,0.934120519,increased,0.83,0.125776944,increased,0.543333333,0.996900209,decreased,0.715,0.521565295,decreased,0.7725,0.031142104,increased
sp|P09496|CLCA_HUMAN,CLCA,0.796666667,0.056399405,decreased,0.51,0.983073469,increased,0.703333333,0.304112902,increased,0.583333333,0.996900209,increased,0.715,0.521565295,decreased,0.66,0.228588618,increased
sp|Q6P1A2|MBOA5_HUMAN,MBOA5,0.816666667,0.042803235,increased,0.6,0.730173911,decreased,0.72,0.271365625,decreased,0.503333333,0.996900209,increased,0.6625,0.534809545,increased,0.74,0.057612408,decreased
sp|Q68D51|DEN2C_HUMAN,DEN2C,0.53,0.883376761,decreased,0.756666667,0.26532867,decreased,0.566666667,0.717681614,increased,0.72,0.996900209,increased,0.715,0.521565295,decreased,0.6425,0.299824835,decreased
sp|Q6UXH9|PAMR1_HUMAN,PAMR1,0.816666667,0.042803235,increased,0.613333333,0.685932205,decreased,0.746666667,0.234191313,decreased,0.543333333,0.996900209,increased,0.6525,0.544178501,increased,0.77,0.032791422,decreased
sp|Q3MIN7|RGL3_HUMAN,RGL3,0.676666667,0.275921463,decreased,0.61,0.695817416,decreased,0.516666667,0.942954422,decreased,0.803333333,0.996900209,increased,0.715,0.521565295,decreased,0.595,0.521342284,decreased
sp|Q8NE71|ABCF1_HUMAN,ABCF1,0.663333333,0.318122064,decreased,0.623333333,0.636459379,decreased,0.503333333,0.992623502,decreased,0.79,0.996900209,increased,0.715,0.521565295,decreased,0.595,0.521342284,decreased
sp|Q9Y385|UB2J1_HUMAN,UB2J1,0.666666667,0.308214406,decreased,0.62,0.649489131,decreased,0.653333333,0.418142227,increased,0.633333333,0.996900209,increased,0.715,0.521565295,decreased,0.525,0.878980496,increased
sp|P02786|TFR1_HUMAN,TFR1,0.663333333,0.318122064,decreased,0.623333333,0.636459379,decreased,0.626666667,0.499364893,increased,0.66,0.996900209,increased,0.715,0.521565295,decreased,0.5025,0.996438721,increased
sp|Q96EE4|CC126_HUMAN,CC126,0.813333333,0.045245403,increased,0.566666667,0.84677824,decreased,0.826666667,0.126620098,decreased,0.58,0.996900209,increased,0.685,0.521565295,increased,0.795,0.017524897,decreased
sp|Q15370|ELOB_HUMAN,ELOB,0.813333333,0.045245403,increased,0.69,0.407679478,decreased,0.53,0.886335439,decreased,0.593333333,0.996900209,decreased,0.5925,0.642303162,increased,0.665,0.212429069,decreased
sp|Q14696|MESD_HUMAN,MESD,0.813333333,0.045245403,increased,0.636666667,0.59256787,decreased,0.596666667,0.60413743,decreased,0.58,0.996900209,decreased,0.6325,0.565116825,increased,0.675,0.183384419,decreased
sp|Q9H074|PAIP1_HUMAN,PAIP1,0.93,0.013318774,decreased,0.64,0.586177234,increased,0.686666667,0.327395716,increased,0.603333333,0.996900209,increased,0.7175,0.521565295,decreased,0.745,0.053338857,increased
sp|Q5VVQ6|OTU1_HUMAN,OTU1,0.746666667,0.117366085,decreased,0.543333333,0.907248369,decreased,0.696666667,0.310251449,increased,0.593333333,0.996900209,increased,0.7175,0.521565295,decreased,0.615,0.418759506,increased
sp|Q9UHD8|SEPT9_HUMAN,SEPT9,0.646666667,0.37384572,decreased,0.643333333,0.572098382,decreased,0.78,0.177767055,increased,0.51,0.996900209,increased,0.7175,0.521565295,decreased,0.6025,0.481433862,increased
sp|P35914|HMGCL_HUMAN,HMGCL,0.716666667,0.170457994,decreased,0.573333333,0.825762735,decreased,0.646666667,0.436619814,increased,0.643333333,0.996900209,increased,0.7175,0.521565295,decreased,0.555,0.725207243,increased
sp|Q8WUW1|BRK1_HUMAN,BRK1,0.846666667,0.029011711,decreased,0.553333333,0.876236625,increased,0.69,0.321245666,increased,0.603333333,0.996900209,increased,0.72,0.521565295,decreased,0.6825,0.167379121,increased
sp|Q9Y4E8|UBP15_HUMAN,UBP15,0.94,0.013318774,decreased,0.643333333,0.572098382,increased,0.863333333,0.096690819,increased,0.566666667,0.996900209,decreased,0.7225,0.521565295,decreased,0.88,0.001913799,increased
sp|O43747|AP1G1_HUMAN,AP1G1,0.81,0.047129129,increased,0.88,0.102154296,decreased,0.716666667,0.279015253,decreased,0.786666667,0.996900209,increased,0.5525,0.797361104,decreased,0.9475,0.000358235,decreased
sp|Q9NPF2|CHSTB_HUMAN,CHSTB,0.81,0.047129129,increased,0.653333333,0.521927887,decreased,0.686666667,0.327395716,decreased,0.53,0.996900209,increased,0.6175,0.582129533,increased,0.755,0.044928546,decreased
sp|Q86YB7|ECHD2_HUMAN,ECHD2,0.543333333,0.827616727,decreased,0.753333333,0.267314181,decreased,0.596666667,0.60413743,increased,0.7,0.996900209,increased,0.7225,0.521565295,decreased,0.6175,0.407005565,decreased
sp|P55884|EIF3B_HUMAN,EIF3B,0.81,0.047129129,increased,0.61,0.695817416,decreased,0.68,0.341393032,decreased,0.52,0.996900209,decreased,0.65,0.548799816,increased,0.7175,0.092061193,decreased
sp|Q7L591|DOK3_HUMAN,DOK3,0.856666667,0.024241412,decreased,0.556666667,0.868302204,increased,0.79,0.159982758,increased,0.51,0.996900209,increased,0.725,0.521565295,decreased,0.76,0.039817471,increased
sp|Q8N543|OGFD1_HUMAN,OGFD1,0.81,0.047129129,increased,0.663333333,0.496935773,decreased,0.59,0.632390677,decreased,0.556666667,0.996900209,decreased,0.61,0.595893132,increased,0.69,0.150786512,decreased
sp|P13674|P4HA1_HUMAN,P4HA1,0.81,0.047129129,increased,0.693333333,0.399659532,decreased,0.813333333,0.136490298,decreased,0.696666667,0.996900209,increased,0.5875,0.658937699,increased,0.88,0.001913799,decreased
sp|Q13177|PAK2_HUMAN,PAK2,0.81,0.047129129,increased,0.616666667,0.666884125,decreased,0.613333333,0.544108172,decreased,0.58,0.996900209,decreased,0.645,0.549553016,increased,0.6725,0.191431594,decreased
sp|Q9Y4G8|RPGF2_HUMAN,RPGF2,0.81,0.047129129,increased,0.81,0.167570238,decreased,0.646666667,0.436619814,decreased,0.646666667,0.996900209,increased,0.5,1,decreased,0.8425,0.005104125,decreased
sp|P29350|PTN6_HUMAN,PTN6,0.93,0.013318774,decreased,0.63,0.618560545,increased,0.69,0.321245666,increased,0.61,0.996900209,increased,0.725,0.521565295,decreased,0.74,0.057612408,increased
sp|P58166|INHBE_HUMAN,INHBE,0.806666667,0.048967261,increased,0.753333333,0.267314181,decreased,0.606666667,0.566023002,decreased,0.553333333,0.996900209,increased,0.54,0.854896308,increased,0.77,0.032791422,decreased
sp|Q00610|CLH1_HUMAN,CLH1,0.866666667,0.020649378,decreased,0.566666667,0.84677824,increased,0.743333333,0.239823153,increased,0.556666667,0.996900209,increased,0.725,0.521565295,decreased,0.7325,0.067896102,increased
sp|P13501|CCL5_HUMAN,CCL5,0.706666667,0.192574956,decreased,0.593333333,0.755264333,decreased,0.773333333,0.19072722,increased,0.526666667,0.996900209,increased,0.725,0.521565295,decreased,0.635,0.329281885,increased
sp|P34931|HS71L_HUMAN,HS71L,0.716666667,0.170457994,decreased,0.583333333,0.789512494,decreased,0.736666667,0.258213291,increased,0.563333333,0.996900209,increased,0.725,0.521565295,decreased,0.615,0.418759506,increased
sp|P21399|ACOHC_HUMAN,ACOHC,0.626666667,0.453713251,decreased,0.673333333,0.460502445,decreased,0.793333333,0.158095946,increased,0.506666667,0.996900209,increased,0.725,0.521565295,decreased,0.59,0.5451605,increased
sp|Q9NQP4|PFD4_HUMAN,PFD4,0.806666667,0.048967261,increased,0.77,0.225298222,decreased,0.643333333,0.44575261,decreased,0.606666667,0.996900209,increased,0.5275,0.909996475,increased,0.81,0.011725057,decreased
sp|P10721|KIT_HUMAN,KIT,0.583333333,0.63566125,decreased,0.716666667,0.337562715,decreased,0.806666667,0.143086535,increased,0.506666667,0.996900209,decreased,0.725,0.521565295,decreased,0.5675,0.660336376,increased
sp|Q92963|RIT1_HUMAN,RIT1,0.806666667,0.048967261,increased,0.583333333,0.789512494,decreased,0.643333333,0.44575261,decreased,0.58,0.996900209,decreased,0.6675,0.534809545,increased,0.67,0.199017725,decreased
sp|Q9UJW0|DCTN4_HUMAN,DCTN4,0.84,0.031853772,decreased,0.536666667,0.922960873,increased,0.813333333,0.136490298,increased,0.51,0.996900209,decreased,0.7275,0.521565295,decreased,0.7625,0.038257063,increased
sp|Q96HN2|SAHH3_HUMAN,SAHH3,0.806666667,0.048967261,increased,0.71,0.356120505,decreased,0.743333333,0.239823153,decreased,0.646666667,0.996900209,increased,0.5725,0.719635524,increased,0.84,0.00540995,decreased
sp|Q4KMP7|TB10B_HUMAN,TB10B,0.786666667,0.065226951,decreased,0.516666667,0.96525993,decreased,0.826666667,0.126620098,increased,0.523333333,0.996900209,decreased,0.7275,0.521565295,decreased,0.7325,0.067896102,increased
sp|P13797|PLST_HUMAN,PLST,0.513333333,0.95237566,decreased,0.82,0.154269994,increased,0.606666667,0.566023002,decreased,0.7,0.996900209,decreased,0.73,0.521565295,increased,0.66,0.228588618,increased
sp|P17693|HLAG_HUMAN / sp|P04439|HLAA_HUMAN,HLAG,0.566666667,0.715258378,decreased,0.74,0.282156544,decreased,0.54,0.843674355,increased,0.766666667,0.996900209,increased,0.73,0.521565295,decreased,0.65,0.268835769,decreased
sp|Q9NZ32|ARP10_HUMAN,ARP10,0.736666667,0.132268441,decreased,0.57,0.83536513,decreased,0.756666667,0.212548236,increased,0.55,0.996900209,increased,0.73,0.521565295,decreased,0.64,0.309496996,increased
sp|P50213|IDH3A_HUMAN,IDH3A,0.803333333,0.051970109,increased,0.913333333,0.069179474,decreased,0.503333333,0.992623502,increased,0.606666667,0.996900209,increased,0.5825,0.681575709,decreased,0.8075,0.012618129,decreased
sp|Q9HA64|KT3K_HUMAN,KT3K,0.803333333,0.051970109,increased,0.773333333,0.224188135,decreased,0.803333333,0.143086535,decreased,0.773333333,0.996900209,increased,0.5225,0.926945932,increased,0.9325,0.000513636,decreased
sp|P51606|RENBP_HUMAN,RENBP,0.803333333,0.051970109,increased,0.883333333,0.102033627,decreased,0.686666667,0.327395716,decreased,0.766666667,0.996900209,increased,0.56,0.76400269,decreased,0.9275,0.000519021,decreased
sp|O14817|TSN4_HUMAN,TSN4,0.686666667,0.244312884,decreased,0.62,0.649489131,decreased,0.66,0.391166407,increased,0.646666667,0.996900209,increased,0.73,0.521565295,decreased,0.53,0.852120041,increased
sp|P51571|SSRD_HUMAN,SSRD,0.803333333,0.051970109,increased,0.78,0.207107249,decreased,0.706666667,0.296886391,decreased,0.683333333,0.996900209,increased,0.5175,0.944257504,increased,0.865,0.002857225,decreased
